X,Y,Z
6.6769515939;-15.7586439060;-1.1196105976
6.6769515939;-15.7309424284;-1.1190412318
6.6769515939;-15.7032471019;-1.1184719924
6.6769515939;-15.6755558355;-1.1179028365
6.6769515939;-15.6478713933;-1.1173338208
6.6769515939;-15.6201894862;-1.1167648573
6.6769515939;-15.5925149781;-1.1161960458
6.6769515939;-15.5648424700;-1.1156272754
6.6769515939;-15.5371750629;-1.1150586099
6.6769515939;-15.5095137387;-1.1144900694
6.6769515939;-15.4818569430;-1.1139216220
6.6769515939;-15.4542052517;-1.1133532794
6.6769515939;-15.4265583528;-1.1127850354
6.6769515939;-15.3989150609;-1.1122168656
6.6769515939;-15.3712777897;-1.1116488194
6.6769515939;-15.3436450851;-1.1110808672
6.6769515939;-15.3160174343;-1.1105130188
6.6769515939;-15.2883946138;-1.1099452696
6.6769515939;-15.2607750951;-1.1093775884
6.6769515939;-15.2331618897;-1.1088100369
6.6769515939;-15.2055534668;-1.1082425837
6.6769515939;-15.1779496031;-1.1076752242
6.6769515939;-15.1503495100;-1.1071079422
6.6769515939;-15.1227567906;-1.1065408118
6.6769515939;-15.0951648289;-1.1059736970
6.6769515939;-15.0675817093;-1.1054067639
6.6769515939;-15.0400008145;-1.1048398765
6.6769515939;-15.0124270215;-1.1042731350
6.6769515939;-14.9848557172;-1.1037064448
6.6769515939;-14.9510445205;-1.0758379332
6.6769515939;-14.9572905861;-1.1031398814
6.6769515939;-14.9234878041;-1.0752739048
6.6769515939;-14.8959381814;-1.0747100216
6.6769515939;-14.8683910423;-1.0741461893
6.6769515939;-14.8408512597;-1.0735825075
6.6769515939;-14.8133125132;-1.0730188470
6.6769515939;-14.7857807624;-1.0724553296
6.6769515939;-14.7582540390;-1.0718919151
6.6769515939;-14.7307321185;-1.0713285990
6.6769515939;-14.7032146912;-1.0707653748
6.6769515939;-14.6757011621;-1.0702022304
6.6769515939;-14.6481935600;-1.0696392073
6.6769515939;-14.6206904901;-1.0690762769
6.6769515939;-14.5931924613;-1.0685134498
6.6769515939;-14.5595243199;-1.0406891992
6.6769515939;-14.5656991854;-1.0679507199
6.6769515939;-14.5320405272;-1.0401290188
6.6769515939;-14.5045606370;-1.0395689180
6.6769515939;-14.4770866717;-1.0390089379
6.6769515939;-14.4496171877;-1.0384490491
6.6769515939;-14.4221527356;-1.0378892629
6.6769515939;-14.3946917968;-1.0373295484
6.6769515939;-14.3672370242;-1.0367699595
6.6769515939;-14.3397855937;-1.0362104387
6.6769515939;-14.3123412240;-1.0356510618
6.6769515939;-14.2848993152;-1.0350917351
6.6769515939;-14.2574647298;-1.0345325577
6.6769515939;-14.2300309413;-1.0339733965
6.6769515939;-14.2026058719;-1.0334144130
6.6769515939;-14.1690802661;-1.0056400235
6.6769515939;-14.1751829939;-1.0328554742
6.6769515939;-14.1416693905;-1.0050836775
6.6769515939;-14.1142609685;-1.0045273813
6.6769515939;-14.0868587397;-1.0039712108
6.6769515939;-14.0594595534;-1.0034151021
6.6769515939;-14.0320666708;-1.0028591213
6.6769515939;-14.0046785144;-1.0023032364
6.6769515939;-13.9772948576;-1.0017474429
6.6769515939;-13.9499161898;-1.0011917506
6.6769515939;-13.9225411787;-1.0006361325
6.6769515939;-13.8951719968;-1.0000806328
6.6769515939;-13.8678075746;-0.9995252296
6.6769515939;-13.8404476063;-0.9989699169
6.6769515939;-13.8130926604;-0.9984147061
6.6769515939;-13.7797091060;-0.9706843855
6.6769515939;-13.7857413367;-0.9978595688
6.6769515939;-13.7523682950;-0.9701318035
6.6769515939;-13.7250324618;-0.9695793220
6.6769515939;-13.6977013789;-0.9690269365
6.6769515939;-13.6703747416;-0.9684746409
6.6769515939;-13.6430507652;-0.9679223991
6.6769515939;-13.6157351202;-0.9673703256
6.6769515939;-13.5884214171;-0.9668182914
6.6769515939;-13.5611152228;-0.9662664090
6.6769515939;-13.5338112331;-0.9657145711
6.6769515939;-13.5065131679;-0.9651628529
6.6769515939;-13.4792186051;-0.9646112055
6.6769515939;-13.4519312997;-0.9640597049
6.6769515939;-13.4246461949;-0.9635082487
6.6769515939;-13.3914071358;-0.9358270961
6.6769515939;-13.3973680798;-0.9629569337
6.6769515939;-13.3641363480;-0.9352782641
6.6769515939;-13.3368717530;-0.9347295567
6.6769515939;-13.3096104117;-0.9341809149
6.6769515939;-13.2823547850;-0.9336323880
6.6769515939;-13.2551041142;-0.9330839609
6.6769515939;-13.2278581519;-0.9325356285
6.6769515939;-13.2006156050;-0.9319873649
6.6769515939;-13.1733790768;-0.9314392224
6.6769515939;-13.1461472350;-0.9308911742
6.6769515939;-13.1189198325;-0.9303432154
6.6769515939;-13.0916974153;-0.9297953568
6.6769515939;-13.0644786647;-0.9292475721
6.6769515939;-13.0372653681;-0.9286998972
6.6769515939;-13.0041659482;-0.9010627639
6.6769515939;-13.0100570531;-0.9281523225
6.6769515939;-12.9769671908;-0.9005177099
6.6769515939;-12.9497731460;-0.8999727503
6.6769515939;-12.9225835126;-0.8994278791
6.6769515939;-12.8953965666;-0.8988830618
6.6769515939;-12.8682178495;-0.8983384094
6.6769515939;-12.8410413076;-0.8977938006
6.6769515939;-12.8138717048;-0.8972493308
6.6769515939;-12.7867045392;-0.8967049099
6.6769515939;-12.7595435646;-0.8961606131
6.6769515939;-12.7323855087;-0.8956163747
6.6769515939;-12.7052349144;-0.8950722859
6.6769515939;-12.6780864893;-0.8945282405
6.6769515939;-12.6509449948;-0.8939843340
6.6769515939;-12.6179844047;-0.8663961032
6.6769515939;-12.6238049332;-0.8934404563
6.6769515939;-12.5908573894;-0.8658548084
6.6769515939;-12.5637322732;-0.8653135515
6.6769515939;-12.5366133439;-0.8647724180
6.6769515939;-12.5094991055;-0.8642313781
6.6769515939;-12.4823892587;-0.8636904259
6.6769515939;-12.4552833798;-0.8631495528
6.6769515939;-12.4281831576;-0.8626087927
6.6769515939;-12.4010875874;-0.8620681253
6.6769515939;-12.3739966849;-0.8615275511
6.6769515939;-12.3469102021;-0.8609870651
6.6769515939;-12.3198276752;-0.8604466580
6.6769515939;-12.2927507709;-0.8599063631
6.6769515939;-12.2656782658;-0.8593661559
6.6769515939;-12.2328592583;-0.8318215078
6.6769515939;-12.2386107031;-0.8588260475
6.6769515939;-12.2058011860;-0.8312839033
6.6769515939;-12.1787465297;-0.8307463668
6.6769515939;-12.1516964941;-0.8302089220
6.6769515939;-12.1246536569;-0.8296716202
6.6769515939;-12.0976126838;-0.8291343555
6.6769515939;-12.0705791371;-0.8285972384
6.6769515939;-12.0435467654;-0.8280601446
6.6769515939;-12.0165222757;-0.8275232074
6.6769515939;-11.9895001732;-0.8269863176
6.6769515939;-11.9624852280;-0.8264495700
6.6769515939;-11.9354724207;-0.8259128649
6.6769515939;-11.9084667678;-0.8253763020
6.6769515939;-11.8814620502;-0.8248397576
6.6769515939;-11.8487841034;-0.7973438508
6.6769515939;-11.8544656872;-0.8243033793
6.6769515939;-11.8217946803;-0.7968099188
6.6769515939;-11.7948108796;-0.7962760979
6.6769515939;-11.7678319961;-0.7957423744
6.6769515939;-11.7408568080;-0.7952087239
6.6769515939;-11.7138869362;-0.7946751786
6.6769515939;-11.6869219465;-0.7941417299
6.6769515939;-11.6599616059;-0.7936083732
6.6769515939;-11.6330056186;-0.7930751026
6.6769515939;-11.6060536263;-0.7925419111
6.6769515939;-11.5791071651;-0.7920088289
6.6769515939;-11.5521650851;-0.7914758334
6.6769515939;-11.5252278800;-0.7909429344
6.6769515939;-11.4982953168;-0.7904101272
6.6769515939;-11.4657532983;-0.7629576135
6.6769515939;-11.4713664591;-0.7898773933
6.6769515939;-11.4388345056;-0.7624273802
6.6769515939;-11.4119193216;-0.7618972180
6.6769515939;-11.3850112933;-0.7613671968
6.6769515939;-11.3581053631;-0.7608372168
